,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,decay_type,growth_form,,,,
83,116,Alternaria_prunicola,MH827035,SH1082575.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_prunicola,Alternaria_prunicola_SH1082575.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
84,117,Agaricales_sp,UDB0896717,SH1158722.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1158722.09FU,NA,NA,NA,NA,,,,
85,119,Thelephoraceae_sp,UDB0272822,SH1127233.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,Thelephoraceae_sp_SH1127233.09FU,NA,NA,NA,NA,,,,
86,122,Stromatoneurospora_phoenix,MT735134,SH1163945.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Stromatoneurospora,Stromatoneurospora_phoenix,Stromatoneurospora_phoenix_SH1163945.09FU,unspecified_saprotroph,NA,burnt_material,filamentous_mycelium,,,,
87,123,Spizellomycetales_sp,UDB07381987,SH1286221.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1286221.09FU,NA,NA,NA,NA,,,,
88,124,Spizellomycetales_sp,UDB07380345,SH1205578.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1205578.09FU,NA,NA,NA,NA,,,,
89,125,Solicoccozyma_aeria,AF145324,SH1334237.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_aeria,Solicoccozyma_aeria_SH1334237.09FU,soil_saprotroph,epiphyte,soil,yeast,,,,
90,126,Septoglomus_sp,UDB06941698,SH0939983.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_sp,Septoglomus_sp_SH0939983.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
91,127,Orbiliaceae_sp,HG936963,SH1277085.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbiliaceae_gen_Incertae_sedis,Orbiliaceae_sp,Orbiliaceae_sp_SH1277085.09FU,NA,NA,NA,NA,,,,
92,128,Nectria_ramulariae,AY677291,SH1239897.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_ramulariae,Nectria_ramulariae_SH1239897.09FU,plant_pathogen,litter_saprotroph,wood,leaf/fruit/seed,roots,soil,filamentous_mycelium,
93,129,Mortierella_sp,UDB04919637,SH0895078.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH0895078.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
94,130,Mortierella_sp,UDB0415478,SH1039180.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1039180.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
95,132,Humicola_repens,MH444275,SH2143709.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_repens,Humicola_repens_SH2143709.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
96,133,Gibellulopsis_piscis,DQ825985,SH0941075.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_piscis,Gibellulopsis_piscis_SH0941075.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
97,134,Fusarium_waltergamsii,DQ094420,SH3194499.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_waltergamsii,Fusarium_waltergamsii_SH3194499.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
98,135,Fusarium_mahasenii,JF433045,SH0937612.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_mahasenii,Fusarium_mahasenii_SH0937612.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
99,136,Fungi_sp,UDB02148971,SH1045838.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1045838.09FU,NA,NA,NA,NA,,,,
100,137,Exophiala_radicis,KT099204,SH3152738.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_radicis,Exophiala_radicis_SH3152738.09FU,litter_saprotroph,litter_saprotroph,leaf/fruit/seed,animal_material,dimorphic_yeast,,,
101,142,Dothiorella_sp,HE820865,SH1330673.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,Dothiorella_sp,Dothiorella_sp_SH1330673.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
102,156,Caespitomonium_euphorbiae,OK664698,SH0885397.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Caespitomonium,Caespitomonium_euphorbiae,Caespitomonium_euphorbiae_SH0885397.09FU,NA,NA,NA,NA,,,,
103,157,Basidiomycota_sp,UDB01503987,SH1197905.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1197905.09FU,NA,NA,NA,NA,,,,
104,158,Ascomycota_sp,HG936890,SH1001398.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1001398.09FU,NA,NA,NA,NA,,,,
105,160,Xylariaceae_sp,KU747903,SH1033086.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylariaceae_gen_Incertae_sedis,Xylariaceae_sp,Xylariaceae_sp_SH1033086.09FU,NA,NA,NA,NA,,,,
106,161,Vishniacozyma_carnescens,KF036588,SH2787831.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_carnescens,Vishniacozyma_carnescens_SH2787831.09FU,soil_saprotroph,NA,soil,yeast,,,,
107,162,Uromyces_striatus,AF180160,SH1147930.09FU,reps,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces,Uromyces_striatus,Uromyces_striatus_SH1147930.09FU,plant_pathogen,NA,NA,filamentous_mycelium,,,,
108,163,Trichocladium_crispatum,LT993636,SH3926352.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium_crispatum,Trichocladium_crispatum_SH3926352.09FU,unspecified_saprotroph,NA,NA,filamentous_mycelium,,,,
109,164,Thecaphora_australiensis,MW892417,SH1878908.09FU,refs_singleton,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Glomosporiaceae,Thecaphora,Thecaphora_australiensis,Thecaphora_australiensis_SH1878908.09FU,plant_pathogen,NA,NA,dimorphic_yeast,,,,
110,171,Spizellomycetales_sp,UDB07391864,SH1201942.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1201942.09FU,NA,NA,NA,NA,,,,
111,172,Sordariales_sp,UDB0607622,SH0995733.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp,Sordariales_sp_SH0995733.09FU,NA,NA,NA,NA,,,,
112,173,Septoglomus_sp,UDB06941775,SH0886975.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_sp,Septoglomus_sp_SH0886975.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
113,176,Scytalidium_sp,UDB06744500,SH1276112.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_sp,Scytalidium_sp_SH1276112.09FU,wood_saprotroph,litter_saprotroph,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
114,177,Rhizophagus_irregularis,OL449369,SH0984988.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0984988.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
115,178,Pleosporales_sp,HE820818,SH0965597.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0965597.09FU,NA,NA,NA,NA,,,,
116,179,Plectosphaerella_slobbergiarum,MW883443,SH3177798.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_slobbergiarum,Plectosphaerella_slobbergiarum_SH3177798.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,animal_material,filamentous_mycelium,,,
117,180,Phaeosphaeriaceae_sp,UDB04507304,SH1091878.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Phaeosphaeriaceae_sp,Phaeosphaeriaceae_sp_SH1091878.09FU,NA,NA,NA,NA,,,,
118,181,Pezizomycotina_sp,UDB04340621,SH0983981.09FU,reps,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp,Pezizomycotina_sp_SH0983981.09FU,NA,NA,NA,NA,,,,
119,182,Papulaspora_byssina,UDB0490743,SH1123845.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Papulaspora,Papulaspora_byssina,Papulaspora_byssina_SH1123845.09FU,wood_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,filamentous_mycelium,,,
120,183,Olpidiomycota_sp,UDB02414973,SH0959308.09FU,reps,Fungi,Olpidiomycota,Olpidiomycota_cls_Incertae_sedis,Olpidiomycota_ord_Incertae_sedis,Olpidiomycota_fam_Incertae_sedis,Olpidiomycota_gen_Incertae_sedis,Olpidiomycota_sp,Olpidiomycota_sp_SH0959308.09FU,NA,NA,NA,NA,,,,
121,185,Mortierella_sp,UDB04911054,SH1302567.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1302567.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
122,187,Mortierella_sp,UDB04768759,SH1038292.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1038292.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
123,188,Mortierellaceae_sp,UDB04945518,SH1196661.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierellaceae_gen_Incertae_sedis,Mortierellaceae_sp,Mortierellaceae_sp_SH1196661.09FU,NA,NA,NA,NA,,,,
124,189,Mariannaea_punicea,MH857604,SH2333476.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea_punicea,Mariannaea_punicea_SH2333476.09FU,wood_saprotroph,soil_saprotroph,wood,leaf/fruit/seed,soil,filamentous_mycelium,,
125,190,Lobulomycetales_sp,UDB0652610,SH0954664.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH0954664.09FU,NA,NA,NA,NA,,,,
126,191,Lobulomycetales_sp,UDB0242334,SH0966046.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH0966046.09FU,NA,NA,NA,NA,,,,
127,192,Kickxellomycota_sp,UDB02425615,SH1119890.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1119890.09FU,NA,NA,NA,NA,,,,
128,193,Kickxellomycota_sp,UDB0228778,SH1154903.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1154903.09FU,NA,NA,NA,NA,,,,
129,194,Junewangiaceae_sp,MW215008,SH0898468.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Junewangiaceae,Junewangiaceae_gen_Incertae_sedis,Junewangiaceae_sp,Junewangiaceae_sp_SH0898468.09FU,NA,NA,NA,NA,,,,
130,197,Fusidium_sp,HG936130,SH0953723.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,Fusidium_sp,Fusidium_sp_SH0953723.09FU,unspecified_saprotroph,NA,NA,filamentous_mycelium,,,,
131,198,Fusicolla_septimanifiniscientiae,MK069422,SH3920575.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_septimanifiniscientiae,Fusicolla_septimanifiniscientiae_SH3920575.09FU,mycoparasite,fungal_decomposer,fungal_material,filamentous_mycelium,,,,
132,199,Fusarium_oxysporum,MW016590,SH1087408.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum,Fusarium_oxysporum_SH1087408.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
133,200,Fungi_sp,UDB0488746,SH1144279.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1144279.09FU,NA,NA,NA,NA,,,,
134,201,Fungi_sp,UDB01821158,SH1187487.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1187487.09FU,NA,NA,NA,NA,,,,
135,202,Fungi_sp,MN603006,SH0933502.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH0933502.09FU,NA,NA,NA,NA,,,,
136,203,Exophiala_equina,JF747094,SH1072530.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_equina,Exophiala_equina_SH1072530.09FU,litter_saprotroph,litter_saprotroph,leaf/fruit/seed,animal_material,dimorphic_yeast,,,
137,222,Enterocarpus_grenotii,MH861153,SH0936422.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Enterocarpus,Enterocarpus_grenotii,Enterocarpus_grenotii_SH0936422.09FU,dung_saprotroph,animal_decomposer,dung,animal_material,filamentous_mycelium,,,
138,223,Colacogloea_terpenoidalis,AY364837,SH0882326.09FU,refs,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Colacogloeaceae,Colacogloea,Colacogloea_terpenoidalis,Colacogloea_terpenoidalis_SH0882326.09FU,mycoparasite,fungal_decomposer,fungal_material,dimorphic_yeast,,,,
139,226,Chytridiomycetes_sp,AB520459,SH1330550.09FU,reps,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiomycetes_ord_Incertae_sedis,Chytridiomycetes_fam_Incertae_sedis,Chytridiomycetes_gen_Incertae_sedis,Chytridiomycetes_sp,Chytridiomycetes_sp_SH1330550.09FU,NA,NA,NA,NA,,,,
140,229,Chaetomium_angustispirale,JX280764,SH2144979.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_angustispirale,Chaetomium_angustispirale_SH2144979.09FU,litter_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
141,239,Ascomycota_sp,MK406855,SH1277440.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1277440.09FU,NA,NA,NA,NA,,,,
142,241,Aphelidiomycetes_sp,UDB02398095,SH0916181.09FU,reps,Fungi,Aphelidiomycota,Aphelidiomycetes,Aphelidiomycetes_ord_Incertae_sedis,Aphelidiomycetes_fam_Incertae_sedis,Aphelidiomycetes_gen_Incertae_sedis,Aphelidiomycetes_sp,Aphelidiomycetes_sp_SH0916181.09FU,NA,NA,NA,NA,,,,
143,243,Acremonium_sp,JX338695,SH1127005.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp,Acremonium_sp_SH1127005.09FU,unspecified_saprotroph,foliar_endophyte,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
144,244,Zoopagomycota_sp,UDB0296380,SH1147512.09FU,reps,Fungi,Zoopagomycota,Zoopagomycota_cls_Incertae_sedis,Zoopagomycota_ord_Incertae_sedis,Zoopagomycota_fam_Incertae_sedis,Zoopagomycota_gen_Incertae_sedis,Zoopagomycota_sp,Zoopagomycota_sp_SH1147512.09FU,NA,NA,NA,NA,,,,
145,246,Vishniacozyma_tephrensis,MW724098,SH0994194.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_tephrensis,Vishniacozyma_tephrensis_SH0994194.09FU,soil_saprotroph,NA,soil,yeast,,,,
146,248,Ustilago_maydis,UDB016255,SH1058415.09FU,refs,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago_maydis,Ustilago_maydis_SH1058415.09FU,plant_pathogen,NA,NA,dimorphic_yeast,,,,
147,250,Urocystis_agropyri,MG387009,SH1298464.09FU,reps,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Urocystidaceae,Urocystis,Urocystis_agropyri,Urocystis_agropyri_SH1298464.09FU,plant_pathogen,NA,NA,dimorphic_yeast,,,,
148,251,Unilacryma_unispora,UDB0780660,SH1134568.09FU,reps,Fungi,Basidiomycota,Dacrymycetes,Unilacrymales,Unilacrymaceae,Unilacryma,Unilacryma_unispora,Unilacryma_unispora_SH1134568.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
149,252,Trichoderma_stilbohypoxyli,DQ313152,SH3109495.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_stilbohypoxyli,Trichoderma_stilbohypoxyli_SH3109495.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
150,253,Trichoderma_stellatum,DQ083011,SH2616920.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_stellatum,Trichoderma_stellatum_SH2616920.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
151,254,Trichoderma_spirale,EU280068,SH0961555.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_spirale,Trichoderma_spirale_SH0961555.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
152,255,Tetragoniomycetaceae_sp,UDB05477943,SH1102025.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomycetaceae_gen_Incertae_sedis,Tetragoniomycetaceae_sp,Tetragoniomycetaceae_sp_SH1102025.09FU,NA,NA,NA,NA,,,,
153,256,Tetracladium_sp,UDB0585255,SH1239728.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1239728.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
154,257,Tetracladium_sp,UDB05459166,SH1078574.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1078574.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
155,259,Tausonia_pullulans,AF444417,SH1071204.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans,Tausonia_pullulans_SH1071204.09FU,soil_saprotroph,NA,soil,yeast,,,,
156,261,Striaticonidium_brachysporum,KU847232,SH1073990.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_brachysporum,Striaticonidium_brachysporum_SH1073990.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
157,263,Striatibotrys_humicola,KU846759,SH2441575.09FU,refs_singleton,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_humicola,Striatibotrys_humicola_SH2441575.09FU,soil_saprotroph,litter_saprotroph,leaf/fruit/seed,soil,filamentous_mycelium,,,
158,269,Stachybotryaceae_sp,UDB01838987,SH1074231.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotryaceae_gen_Incertae_sedis,Stachybotryaceae_sp,Stachybotryaceae_sp_SH1074231.09FU,NA,NA,NA,NA,,,,
159,271,Sporobolomyces_roseus,AY015438,SH0882333.09FU,refs,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_roseus,Sporobolomyces_roseus_SH0882333.09FU,mycoparasite,NA,fungal_material,yeast,,,,
160,276,Spizellomycetales_sp,UDB07390703,SH1272805.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1272805.09FU,NA,NA,NA,NA,,,,
161,278,Spizellomycetales_sp,UDB07384297,SH1007353.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1007353.09FU,NA,NA,NA,NA,,,,
162,279,Spiromastix_sp,UDB07374249,SH1219454.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Spiromastix,Spiromastix_sp,Spiromastix_sp_SH1219454.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
163,281,Sordariomycetes_sp,MT183925,SH1033320.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH1033320.09FU,NA,NA,NA,NA,,,,
164,282,Septoglomus_viscosum,KC182040,SH0939954.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_viscosum,Septoglomus_viscosum_SH0939954.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
165,285,Rozellomycota_sp,UDB06699245,SH1241778.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1241778.09FU,NA,NA,NA,NA,,,,
166,286,Rhizophydiales_sp,UDB06471593,SH0909130.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH0909130.09FU,NA,NA,NA,NA,,,,
167,288,Rhizophlyctidales_sp,UDB06395513,SH1265123.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1265123.09FU,NA,NA,NA,NA,,,,
168,289,Rhizophlyctidaceae_sp,UDB06382494,SH1201852.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1201852.09FU,NA,NA,NA,NA,,,,
169,290,Rhizophagus_irregularis,OL449401,SH0984990.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0984990.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
170,297,Pyronemataceae_sp,UDB05852717,SH1319395.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp,Pyronemataceae_sp_SH1319395.09FU,NA,NA,NA,NA,,,,
171,299,Pseudogymnoascus_sp,UDB05337076,SH1004152.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus_sp,Pseudogymnoascus_sp_SH1004152.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
